id,arm,day,card_id,correct,load
2,1,0,25,1,0.27709672819303527
2,1,0,26,1,0.6145301760371005
2,1,0,27,1,0.5228330979786037
2,1,0,28,0,0.46334098684205044
2,1,0,29,1,0.5275131884464644
2,1,0,30,0,0.2896562663275755
2,1,0,31,0,0.356354765825963
2,1,0,32,1,0.4172125545911164
2,1,0,33,0,0.27119733791442613
2,1,0,34,0,0.5997519578969243
2,1,0,35,1,0.4668734392040851
2,1,0,36,0,0.3372827816211393
2,1,0,37,0,0.8154996705025072
2,1,0,38,1,0.6653436872822278
2,1,0,39,0,0.7100601608115522
2,1,0,40,0,0.439646214597731
3,0,0,1,1,0.3971193292972815
3,0,0,2,0,0.7673614479830227
3,0,0,3,1,0.3888706356176078
3,0,0,4,0,0.2734673265157026
3,0,0,5,1,0.3747278190858896
3,0,0,6,1,0.2887099115189349
3,0,0,7,1,0.19498909821716875
3,0,0,8,1,0.38916447560464706
3,0,0,9,0,0.8010729858627309
3,0,0,10,1,0.2719157986685886
3,0,0,11,0,0.36669626133927397
3,0,0,12,0,0.21583069425688559
3,0,0,13,0,0.39780903238567666
3,0,0,14,1,0.7857011824346628
3,0,0,15,1,0.25597454550092613
3,0,0,16,1,0.7429467824738833
3,0,0,17,0,0.6672859098577113
3,0,0,18,1,0.15179223853396967
3,0,0,19,0,0.6027307500641983
3,0,0,20,1,0.4349483734840693
3,0,0,21,0,0.37872318487326856
3,0,0,22,1,0.32861835674692175
3,0,0,23,1,0.7565097012448587
3,0,0,24,1,0.7384966059438146
3,0,0,25,0,0.19541987655531518
3,0,0,26,1,0.5095863008256106
3,0,0,27,0,0.494778119108437
3,0,0,28,1,0.5623006238025539
3,0,0,29,0,0.5967431742416204
3,0,0,30,1,0.741121208020395
3,0,0,31,1,0.23134063650520248
3,0,0,32,1,0.29035758888605795
3,0,0,33,1,0.25916445240168906
3,0,0,34,1,0.7080820380786722
3,0,0,35,1,0.3898849066568974
3,0,0,36,1,0.6264416444790606
3,0,0,37,1,0.23297814608492887
3,0,0,38,0,0.5350631064583956
3,0,0,39,1,0.631576249774505
3,0,0,40,1,0.750606559716063
4,1,0,1,1,0.21527964046635678
4,1,0,2,1,0.509829230967316
4,1,0,3,0,0.7567618229864878
4,1,0,4,0,0.37400152714936996
4,1,0,5,0,0.37351271644835926
4,1,0,6,0,0.2594160760229654
4,1,0,7,0,0.3781613816110797
4,1,0,8,0,0.5915027467540336
4,1,0,9,1,0.4528283909083385
4,1,0,10,1,0.42872436963891347
4,1,0,11,0,0.5146706193091132
4,1,0,12,0,0.32417027539690446
4,1,0,13,0,0.41101331791604107
4,1,0,14,0,0.5090377195804814
4,1,0,15,1,0.47049678724670096
4,1,0,16,1,0.42599089505629845
4,1,0,17,0,0.5225504808421519
4,1,0,18,0,0.4638964352913421
4,1,0,19,0,0.4191804702757721
4,1,0,20,1,0.6660527222182158
4,1,0,21,1,0.3651667663831537
4,1,0,22,1,0.18365597342180448
4,1,0,23,0,0.34821403283046337
4,1,0,24,1,0.6976673391904993
4,1,0,25,0,0.8298606192316639
4,1,0,26,0,0.4904023217424644
4,1,0,27,0,0.3434112405716146
4,1,0,28,0,0.5961323708458511
4,1,0,29,0,0.7312689962646403
4,1,0,30,1,0.2800952558480526
4,1,0,31,0,0.7859047203059276
4,1,0,32,1,0.44844028951244114
4,1,0,33,0,0.6300136606013852
4,1,0,34,1,0.16487767369484568
4,1,0,35,1,0.5558379683853829
4,1,0,36,0,0.7455540218906571
4,1,0,37,0,0.7084299160592321
4,1,0,38,1,0.624206258200823
4,1,0,39,0,0.4897794106709791
4,1,0,40,1,0.3406575431954938
5,1,0,1,1,0.7601910171439343
5,1,0,2,1,0.29539399795432153
5,1,0,3,1,0.2896453675466073
5,1,0,4,0,0.41315100776543523
5,1,0,5,0,0.6939995104801427
5,1,0,6,1,0.12204447037916813
5,1,0,7,0,0.4748134310788671
5,1,0,8,1,0.779096324706439
5,1,0,9,1,0.5727199956189117
5,1,0,10,1,0.3150962671314705
5,1,0,11,0,0.7007146389488288
5,1,0,12,1,0.22037714165834033
5,1,0,13,1,0.7202895528545448
5,1,0,14,0,0.7049224879068646
5,1,0,15,0,0.14068624639237018
5,1,0,16,1,0.4410615903490065
5,1,0,17,1,0.5456880774378696
5,1,0,18,1,0.44534408866720054
5,1,0,19,0,0.3410690626419196
5,1,0,20,1,0.22972604641875302
5,1,0,21,1,0.41760621846564533
5,1,0,22,0,0.5466510273929381
5,1,0,23,0,0.9150841736174298
5,1,0,24,1,0.6050424963745907
5,1,0,25,1,0.5929562189245764
5,1,0,26,1,0.4966123247114346
5,1,0,27,1,0.2260268076215253
5,1,0,28,0,0.40767064354322713
5,1,0,29,1,0.5065658398961437
5,1,0,30,1,0.29103368205577895
5,1,0,31,0,0.4892420586474427
5,1,0,32,1,0.4607223951109113
5,1,0,33,1,0.22285955508319144
5,1,0,34,1,0.3907451052251091
5,1,0,35,1,0.36562233082282153
5,1,0,36,1,0.5869954224344477
5,1,0,37,1,0.6295984601496025
5,1,0,38,1,0.30511089282978293
5,1,0,39,1,0.5669879413642027
5,1,0,40,1,0.5637392129362623
6,1,0,1,0,0.32858103086349544
6,1,0,2,1,0.7013734698063164
6,1,0,3,0,0.4812367815751507
6,1,0,4,1,0.7120903546425783
6,1,0,5,1,0.7502346564518502
6,1,0,6,1,0.44672961897191477
6,1,0,7,0,0.45906925058368464
6,1,0,8,1,0.719368464079917
6,1,0,9,0,0.36832675071497584
6,1,0,10,0,0.5035031649164358
6,1,0,11,0,0.521184851037749
6,1,0,12,1,0.37137673492818835
6,1,0,13,0,0.30265566170813507
6,1,0,14,0,0.42380071026735194
6,1,0,15,0,0.7341060715643326
6,1,0,16,0,0.6388036886578864
6,1,0,17,0,0.6429494552568319
6,1,0,18,0,0.33163537379887115
6,1,0,19,1,0.25497743512358423
6,1,0,20,0,0.8349424351255456
6,1,0,21,0,0.659944548479105
6,1,0,22,0,0.6669096577220912
6,1,0,23,1,0.28845195522636713
6,1,0,24,1,0.6025024548358149
6,1,0,25,0,0.46333613064539697
6,1,0,26,0,0.6199354910187477
6,1,0,27,1,0.2569893743254904
6,1,0,28,0,0.5206387463473646
6,1,0,29,0,0.4333122135393971
6,1,0,30,1,0.4561185811998404
6,1,0,31,0,0.5289189361151472
6,1,0,32,0,0.6794168970669707
6,1,0,33,0,0.42595218244699995
6,1,0,34,0,0.7969889819983081
6,1,0,35,1,0.599619337201868
6,1,0,36,0,0.3639560264242123
6,1,0,37,1,0.7399711686118113
6,1,0,38,1,0.23875999083251143
6,1,0,39,1,0.24761552464205688
6,1,0,40,0,0.3781085184712274
7,1,0,1,0,0.8224888716685742
7,1,0,2,1,0.2296866300162305
7,1,0,3,0,0.738926125296433
7,1,0,4,1,0.5114833092205274
7,1,0,5,1,0.38572135376952543
7,1,0,6,0,0.27647689513305945
7,1,0,7,0,0.7356813281521744
7,1,0,8,0,0.5784768163825004
7,1,0,9,0,0.5576102166564739
7,1,0,10,1,0.5653697093213297
7,1,0,11,0,0.703549892076103
7,1,0,12,1,0.22476859605691016
7,1,0,13,0,0.38674860803318156
7,1,0,14,0,0.3509915588564061
7,1,0,15,1,0.31946096541346963
7,1,0,16,1,0.2986547842560682
7,1,0,17,0,0.369369369987591
7,1,0,18,0,0.7522568045816534
7,1,0,19,0,0.6612152674706974
7,1,0,20,0,0.15276944021780006
7,1,0,21,0,0.363292526488648
7,1,0,22,1,0.14495436047635918
7,1,0,23,1,0.22203081762796073
7,1,0,24,1,0.19743405620128
7,1,0,25,1,0.1908951676173985
7,1,0,26,1,0.5318800961504832
7,1,0,27,0,0.6270713658951945
7,1,0,28,1,0.6114834098842173
7,1,0,29,1,0.46897330452520714
7,1,0,30,1,0.4555201625094971
7,1,0,31,0,0.5487598688158942
7,1,0,32,1,0.48398684143350884
7,1,0,33,1,0.6110767331090546
7,1,0,34,0,0.8627341012090495
7,1,0,35,1,0.338336511593931
7,1,0,36,1,0.6353281348671985
7,1,0,37,0,0.4694443549718651
7,1,0,38,1,0.6186900954568679
7,1,0,39,0,0.46304128960526236
7,1,0,40,0,0.5579514669269708
8,0,0,1,1,0.7822144267463015
8,0,0,2,0,0.7481192942970245
8,0,0,3,0,0.2509753083074707
8,0,0,4,1,0.6542677992796134
8,0,0,5,1,0.5590565269860502
8,0,0,6,0,0.7347613716815747
8,0,0,7,0,0.6497221114751145
8,0,0,8,1,0.20959621447312296
8,0,0,9,0,0.6206217684748436
8,0,0,10,0,0.3519319399679906
8,0,0,11,0,0.4026052653663183
8,0,0,12,1,0.7820543774702772
8,0,0,13,0,0.8092405237440956
8,0,0,14,0,0.32084943478143957
8,0,0,15,0,0.7318193902247957
8,0,0,16,0,0.6607583254423218
8,0,0,17,1,0.28772209174099767
8,0,0,18,1,0.8355780422718069
8,0,0,19,0,0.5977328332518743
8,0,0,20,0,0.3650880467472433
8,0,0,21,0,0.4995720588209739
8,0,0,22,0,0.4418099421751442
8,0,0,23,0,0.23306318423796377
8,0,0,24,1,0.22248846996665794
8,0,0,25,0,0.4187863958249262
8,0,0,26,1,0.587394307125021
8,0,0,27,1,0.6157492659807515
8,0,0,28,1,0.5017043639820322
8,0,0,29,0,0.3093792346556649
8,0,0,30,0,0.3527672023561164
8,0,0,31,0,0.4354928574478943
8,0,0,32,1,0.46792106959806307
8,0,0,33,0,0.36188325116217723
8,0,0,34,1,0.26617284542751724
8,0,0,35,0,0.5135742506733827
8,0,0,36,1,0.4023792567564425
8,0,0,37,1,0.4209550863827004
8,0,0,38,0,0.3035457452058593
8,0,0,39,0,0.21568996792875028
8,0,0,40,0,0.23485670579904583
9,1,0,1,0,0.6323699029293122
9,1,0,2,1,0.5234933631371361
9,1,0,3,1,0.5615827475552174
9,1,0,4,0,0.6772215922117247
9,1,0,5,0,0.24799594846112355
9,1,0,6,1,0.6400250888495211
9,1,0,7,1,0.6527144761617744
9,1,0,8,1,0.2030067056141167
9,1,0,9,0,0.26158648500596676
9,1,0,10,1,0.34006009799846604
9,1,0,11,0,0.7400190453120382
9,1,0,12,0,0.26785408556728657
9,1,0,13,0,0.7797672772453249
9,1,0,14,1,0.33140839862159127
9,1,0,15,1,0.4374274975013648
9,1,0,16,1,0.32996892734656974
9,1,0,17,1,0.6858528747601736
9,1,0,18,1,0.2630473424258099
9,1,0,19,1,0.41015244157891695
9,1,0,20,0,0.42169133621310173
9,1,0,21,1,0.2848249330471566
9,1,0,22,1,0.21346997295644074
9,1,0,23,0,0.700754823435113
9,1,0,24,1,0.5802119801149648
9,1,0,25,0,0.5664058868441705
9,1,0,26,1,0.6749948847571624
9,1,0,27,1,0.21787949283038616
9,1,0,28,1,0.7645773030951206
9,1,0,29,0,0.5234516279764405
9,1,0,30,0,0.5457856317269676
9,1,0,31,1,0.6579156683690486
9,1,0,32,0,0.4844558382314798
9,1,0,33,1,0.4514830177305068
9,1,0,34,1,0.460341668176602
9,1,0,35,0,0.5036511138628491
9,1,0,36,0,0.6288136406197522
9,1,0,37,0,0.7211830769603855
9,1,0,38,1,0.4892810662696734
9,1,0,39,1,0.17633386015062263
9,1,0,40,0,0.5968695614180448
10,1,0,1,0,0.6978397328631055
10,1,0,2,1,0.45748668423940353
10,1,0,3,1,0.557239135177896
10,1,0,4,1,0.3744750965910533
10,1,0,5,0,0.4969531532559713
10,1,0,6,1,0.5291526181420031
10,1,0,7,0,0.43051620646232763
10,1,0,8,0,0.758584872912317
10,1,0,9,0,0.27051052274454285
10,1,0,10,1,0.38628263900220533
10,1,0,11,0,0.5930733983970594
10,1,0,12,1,0.6829183251411072
10,1,0,13,0,0.48208724483150484
10,1,0,14,1,0.2990683094142094
10,1,0,15,0,0.39255805369287916
10,1,0,16,1,0.2828336504618095
10,1,0,17,0,0.5851943581168875
10,1,0,18,0,0.6647075833760272
10,1,0,19,1,0.14219537693114612
10,1,0,20,0,0.7838382725207125
10,1,0,21,1,0.43893184287179754
10,1,0,22,0,0.3735010726803401
10,1,0,23,0,0.46598998630595917
10,1,0,24,0,0.7494416769799803
10,1,0,25,0,0.3337953647842527
10,1,0,26,1,0.49409910944730506
10,1,0,27,1,0.701989456349194
10,1,0,28,1,0.48044454056751257
10,1,0,29,0,0.772384049765713
10,1,0,30,0,0.46880767607485846
10,1,0,31,0,0.8681459616762505
10,1,0,32,1,0.47263753147825205
10,1,0,33,1,0.3703094216045697
10,1,0,34,0,0.6161055198841895
10,1,0,35,1,0.53368152413227
10,1,0,36,0,0.7110249666381824
10,1,0,37,0,0.7322787353815693
10,1,0,38,1,0.18418695975620247
10,1,0,39,0,0.7009426251049863
10,1,0,40,0,0.5030733280501658
11,0,0,1,1,0.6926235193307677
11,0,0,2,0,0.7395459684051757
11,0,0,3,1,0.6340131069604191
11,0,0,4,0,0.684365465411205
11,0,0,5,1,0.3207841877572029
11,0,0,6,0,0.24334205612630502
11,0,0,7,1,0.5075108672510588
11,0,0,8,0,0.6592455961895389
11,0,0,9,0,0.4542249113476203
11,0,0,10,0,0.626441951450769
11,0,0,11,0,0.3806648692122525
11,0,0,12,0,0.49169632105212113
11,0,0,13,1,0.33922848793400484
11,0,0,14,1,0.45160138974360947
11,0,0,15,1,0.33782473980223743
11,0,0,16,0,0.6269951594414691
11,0,0,17,0,0.23613318021549332
11,0,0,18,1,0.21127588348894472
11,0,0,19,1,0.6229319500276983
11,0,0,20,0,0.4386428866229544
11,0,0,21,1,0.7918877992567074
11,0,0,22,1,0.19194209526494146
11,0,0,23,0,0.6854436194546863
11,0,0,24,0,0.4113689283304557
11,0,0,25,1,0.34068863380939285
11,0,0,26,1,0.33394159123102657
11,0,0,27,0,0.6558470498411971
11,0,0,28,0,0.5296159972201951
11,0,0,29,1,0.5490663631754913
11,0,0,30,0,0.7809927225673262
11,0,0,31,1,0.5242652700031004
11,0,0,32,1,0.7671505599969206
11,0,0,33,1,0.20459764544906509
11,0,0,34,1,0.5448727115409491
11,0,0,35,1,0.6199048029984146
11,0,0,36,0,0.6556640520204476
11,0,0,37,1,0.6504488831061926
11,0,0,38,1,0.5463857593296103
11,0,0,39,0,0.549868197529518
11,0,0,40,0,0.4627950255098757
12,1,0,1,0,0.5473390980313751
12,1,0,2,0,0.541230238508786
12,1,0,3,1,0.28702892047886547
12,1,0,4,1,0.26497957955076523
12,1,0,5,1,0.36008697782205534
12,1,0,6,1,0.3269465230890612
12,1,0,7,1,0.5223960175154525
12,1,0,8,0,0.6624905740137705
12,1,0,9,1,0.6074907780345982
12,1,0,10,0,0.4806977053835142
12,1,0,11,1,0.44498165935949097
12,1,0,12,0,0.40297609829472064
12,1,0,13,1,0.2832862266322179
12,1,0,14,1,0.48343017084392725
12,1,0,15,1,0.5686822707751379
12,1,0,16,0,0.31083821403954737
12,1,0,17,1,0.2818056258015882
12,1,0,18,0,0.34926756918109286
12,1,0,19,0,0.274018555061563
12,1,0,20,0,0.21868341551893666
12,1,0,21,1,0.43324819618986693
12,1,0,22,0,0.6626167875159615
12,1,0,23,0,0.3318534434181672
12,1,0,24,1,0.6980707253827871
12,1,0,25,0,0.792501430364765
12,1,0,26,0,0.5745362260031583
12,1,0,27,1,0.24985704944726203
12,1,0,28,0,0.41848322879630084
12,1,0,29,0,0.4303021604136343
12,1,0,30,1,0.7452683711866022
12,1,0,31,1,0.7621722462830014
12,1,0,32,1,0.3814951331250702
12,1,0,33,1,0.2452876877616295
12,1,0,34,1,0.3489593024343331
12,1,0,35,1,0.43918465551734875
12,1,0,36,0,0.5434231384554646
12,1,0,37,1,0.38680828923951005
12,1,0,38,0,0.3320600721355666
12,1,0,39,0,0.34890298947610665
12,1,0,40,0,0.398836688892949
13,1,0,1,0,0.43005411275616967
13,1,0,2,1,0.4519654649513995
13,1,0,3,1,0.3067582748211176
13,1,0,4,1,0.5785365177409184
13,1,0,5,1,0.3715809176751093
13,1,0,6,0,0.6087073781467187
13,1,0,7,0,0.33917807627699836
13,1,0,8,0,0.6755682719607016
13,1,0,9,0,0.44598799108740483
13,1,0,10,1,0.2565178038657078
13,1,0,11,1,0.438919120143894
13,1,0,12,0,0.3341287455973462
13,1,0,13,1,0.5057497099503491
13,1,0,14,1,0.8017444045263148
13,1,0,15,0,0.5177101942250578
13,1,0,16,1,0.3832444364839946
13,1,0,17,0,0.7076786459627121
13,1,0,18,0,0.7097702920452703
13,1,0,19,1,0.4155877276830626
13,1,0,20,0,0.3185960282249514
13,1,0,21,1,0.8001303119654852
13,1,0,22,1,0.35875507113490385
13,1,0,23,1,0.3123274713372676
13,1,0,24,1,0.5883018746824831
13,1,0,25,1,0.5388495650727997
13,1,0,26,0,0.5916448191130463
13,1,0,27,0,0.4822996732251262
13,1,0,28,1,0.8326395071786592
13,1,0,29,0,0.29800291533892875
13,1,0,30,0,0.8369855334477694
13,1,0,31,1,0.45261833651735917
13,1,0,32,1,0.2777143981988002
13,1,0,33,0,0.37215564749344404
13,1,0,34,0,0.25451864948037506
13,1,0,35,0,0.486165661363749
13,1,0,36,0,0.394718207749869
13,1,0,37,0,0.5110467777366998
13,1,0,38,0,0.5373198965031558
13,1,0,39,1,0.2728122976292874
13,1,0,40,0,0.16088810691365601
14,0,0,1,0,0.6735231405743329
14,0,0,2,0,0.29657423115313253
14,0,0,3,0,0.5701259560326194
14,0,0,4,1,0.5140223142018909
14,0,0,5,0,0.5298225156845375
14,0,0,6,1,0.7333054527048405
14,0,0,7,0,0.6954912402719277
14,0,0,8,0,0.8538898316024484
14,0,0,9,1,0.7411560040262218
14,0,0,10,1,0.27267730349019187
14,0,0,11,0,0.26311697705455184
14,0,0,12,1,0.2428831653841146
14,0,0,13,1,0.22818081635517068
14,0,0,14,1,0.6142475977709299
14,0,0,15,1,0.3442005646888434
14,0,0,16,1,0.2733534747719789
14,0,0,17,0,0.3986662641476296
14,0,0,18,0,0.16487536647319534
14,0,0,19,0,0.24000839662916415
14,0,0,20,0,0.43478877375557934
14,0,0,21,1,0.5963407917230537
14,0,0,22,0,0.6100445557671719
14,0,0,23,0,0.6489158102460961
14,0,0,24,0,0.5172557010561114
14,0,0,25,1,0.5338687356377774
14,0,0,26,1,0.3797934327757421
14,0,0,27,0,0.37109554396003114
14,0,0,28,1,0.6595382721507032
14,0,0,29,1,0.26953079999484375
14,0,0,30,1,0.2893530298609607
14,0,0,31,0,0.24922459668390648
14,0,0,32,1,0.675875279266496
14,0,0,33,1,0.6108128352505927
14,0,0,34,0,0.31326878673747455
14,0,0,35,0,0.6213143172974008
14,0,0,36,1,0.5139022374458039
14,0,0,37,1,0.6388551763842654
14,0,0,38,0,0.7233412855562533
14,0,0,39,1,0.38837811067422323
14,0,0,40,0,0.34771366428229067
15,0,0,1,0,0.5731303782543539
15,0,0,2,0,0.35091727584498067
15,0,0,3,0,0.5924007711335231
15,0,0,4,1,0.2446766896469791
15,0,0,5,0,0.6651113070039688
15,0,0,6,1,0.22209248768179182
15,0,0,7,1,0.6816516399130461
15,0,0,8,1,0.1936071631778269
15,0,0,9,1,0.4650128668777368
15,0,0,10,0,0.5369084983301236
15,0,0,11,0,0.32941302431802494
15,0,0,12,0,0.6200252641348896
15,0,0,13,1,0.6741429991898215
15,0,0,14,0,0.4663622247149882
15,0,0,15,0,0.7312276638139876
15,0,0,16,1,0.7195762525711594
15,0,0,17,0,0.3135312981758475
15,0,0,18,0,0.5547499386749175
15,0,0,19,1,0.49538995524379137
15,0,0,20,1,0.5697653340141126
15,0,0,21,1,0.3831266841771781
15,0,0,22,0,0.3768209550726812
15,0,0,23,0,0.6276225581169796
15,0,0,24,0,0.4139781855600064
15,0,0,25,0,0.7630038804865757
15,0,0,26,1,0.27640456457181256
15,0,0,27,1,0.7222295964880949
15,0,0,28,0,0.40117071602211535
15,0,0,29,0,0.5397116509404297
15,0,0,30,0,0.3706863613281228
15,0,0,31,1,0.18378826121136607
15,0,0,32,1,0.5387005512705563
15,0,0,33,0,0.474079448103753
15,0,0,34,0,0.7492222704481644
15,0,0,35,0,0.5234002902573838
15,0,0,36,0,0.26748734088473136
15,0,0,37,0,0.7669283302820411
15,0,0,38,0,0.6833356479075855
15,0,0,39,0,0.5695098860881262
15,0,0,40,0,0.5689686967645725
16,1,0,1,1,0.7844284837677726
16,1,0,2,0,0.7032964744432829
16,1,0,3,1,0.6311856131706431
16,1,0,4,1,0.7521699359313532
16,1,0,5,1,0.409161432965717
16,1,0,6,1,0.5932751032618216
16,1,0,7,1,0.6970321498021245
16,1,0,8,1,0.7867804485493105
16,1,0,9,1,0.6758696494040887
16,1,0,10,0,0.6377314703871615
16,1,0,11,1,0.2401464180950546
16,1,0,12,1,0.5910690349679468
16,1,0,13,1,0.26646460511069037
16,1,0,14,1,0.19265684755106455
16,1,0,15,1,0.2127301195279344
16,1,0,16,0,0.6404812875346088
16,1,0,17,1,0.3159257978511778
16,1,0,18,0,0.5739934888926284
16,1,0,19,1,0.41969256816558803
16,1,0,20,1,0.28790497902230733
16,1,0,21,1,0.7924214093042178
16,1,0,22,0,0.5111859592013623
16,1,0,23,1,0.28181270473779513
16,1,0,24,1,0.8194098354341738
16,1,0,25,1,0.6628730008550234
16,1,0,26,1,0.34689562027778686
16,1,0,27,1,0.7193879602969186
16,1,0,28,0,0.7692277839544239
16,1,0,29,1,0.3719730774378196
16,1,0,30,0,0.7869759407948997
16,1,0,31,0,0.7216221458127002
16,1,0,32,1,0.4950994151796653
16,1,0,33,1,0.33656491363756014
16,1,0,34,0,0.49288562315791495
16,1,0,35,1,0.1721133244353851
16,1,0,36,1,0.3875361966756133
16,1,0,37,1,0.7831056503197652
16,1,0,38,1,0.6702819905029155
16,1,0,39,1,0.5928611096588723
16,1,0,40,1,0.48600229879143303
17,1,0,1,0,0.6387935605279412
17,1,0,2,0,0.6399656397344344
17,1,0,3,1,0.38691908053618745
17,1,0,4,1,0.4635506274883547
17,1,0,5,0,0.49947605807118334
17,1,0,6,1,0.5468893814392057
17,1,0,7,0,0.7360615663166027
17,1,0,8,0,0.25782076555268907
17,1,0,9,0,0.3812947735907324
17,1,0,10,0,0.6936710766438094
17,1,0,11,0,0.7384358133840875
17,1,0,12,1,0.7439390176856968
17,1,0,13,0,0.21438307731607992
17,1,0,14,1,0.887332329943235
17,1,0,15,0,0.681023629084581
17,1,0,16,0,0.6595015461118019
17,1,0,17,1,0.27835627085373327
17,1,0,18,1,0.2831392846739236
17,1,0,19,1,0.2432676938675088
17,1,0,20,1,0.6399764889745486
17,1,0,21,0,0.43291491096815876
17,1,0,22,0,0.322512525474851
17,1,0,23,0,0.36575790225294225
17,1,0,24,0,0.6387760244211027
17,1,0,25,0,0.2276059723177191
17,1,0,26,1,0.24074621308913677
17,1,0,27,0,0.3924421530656898
17,1,0,28,1,0.20368860536722663
17,1,0,29,0,0.7854392934959675
17,1,0,30,0,0.27270157050652816
17,1,0,31,0,0.6155700883628348
17,1,0,32,0,0.7166876067264162
17,1,0,33,0,0.305832009579011
17,1,0,34,1,0.5611669413661955
17,1,0,35,0,0.5307137053322549
17,1,0,36,0,0.7082808418072464
17,1,0,37,0,0.43011832449170107
17,1,0,38,1,0.6994455778195598
17,1,0,39,1,0.4953731046757108
17,1,0,40,0,0.7329907521931328
18,0,0,1,1,0.2459610132064231
18,0,0,2,1,0.5332798507396478
18,0,0,3,0,0.16489881982616966
18,0,0,4,0,0.25009964863011463
18,0,0,5,0,0.4203778752891477
18,0,0,6,0,0.6177338723877127
18,0,0,7,1,0.5925596153144286
18,0,0,8,1,0.4807496892941232
18,0,0,9,1,0.47466040322154845
18,0,0,10,0,0.7278394981259777
18,0,0,11,0,0.7255655052569779
18,0,0,12,0,0.8803681504336519
18,0,0,13,1,0.24073805006237842
18,0,0,14,1,0.4711649344026387
18,0,0,15,1,0.5586236390974545
18,0,0,16,1,0.7275017101734104
18,0,0,17,0,0.2010058730609937
18,0,0,18,1,0.28464568658520556
18,0,0,19,1,0.25283912378515633
18,0,0,20,0,0.7074331504240461
18,0,0,21,0,0.7740264052024723
18,0,0,22,1,0.3423025197923094
18,0,0,23,1,0.6053512446547058
18,0,0,24,1,0.36604932005985147
18,0,0,25,1,0.40807366959908165
18,0,0,26,0,0.5599914271634607
18,0,0,27,0,0.4263415027349884
18,0,0,28,0,0.7786867288562485
18,0,0,29,1,0.35886910413881945
18,0,0,30,0,0.6553590047035271
18,0,0,31,0,0.23963769586459321
18,0,0,32,1,0.5262322275682646
18,0,0,33,1,0.205624314690417
18,0,0,34,1,0.37265436965486476
18,0,0,35,1,0.5643651350190256
18,0,0,36,1,0.6139843318744576
18,0,0,37,0,0.6233267871445723
18,0,0,38,0,0.5228231358157167
18,0,0,39,0,0.5072440818656934
18,0,0,40,1,0.5470839220410438
19,0,0,1,1,0.38445657525295407
19,0,0,2,0,0.36251879069685844
19,0,0,3,1,0.37029511511645813
19,0,0,4,0,0.41703289490169276
19,0,0,5,0,0.4854672421017046
19,0,0,6,1,0.41173936977051834
19,0,0,7,0,0.7012411167491253
19,0,0,8,1,0.5787512208883446
19,0,0,9,0,0.5437177894070137
19,0,0,10,1,0.4468523627314817
19,0,0,11,0,0.32558064248239754
19,0,0,12,0,0.5616771275577096
19,0,0,13,1,0.6313216813863539
19,0,0,14,0,0.6761677647275893
19,0,0,15,0,0.7162599935556245
19,0,0,16,0,0.2745557195810735
19,0,0,17,1,0.4548146833566891
19,0,0,18,1,0.18529848180329714
